postgresql,safecity,public,descarga_taser,id_descarga,1,integer,,PRIMARY KEY,,,
postgresql,safecity,public,descarga_taser,id_oficial,2,integer,,FOREIGN KEY,public,oficial_policia,id_oficial
postgresql,safecity,public,descarga_taser,case_number,3,character varying,255,FOREIGN KEY,public,chicago_crimes,case_number
postgresql,safecity,public,descarga_taser,fecha_descarga,4,timestamp,,,,,
postgresql,safecity,public,descarga_taser,voltaje,5,character varying,255,,,,
postgresql,safecity,public,descarga_taser,cartuchos_usados,6,integer,,,,,
postgresql,safecity,public,descarga_taser,motivo,7,text,,,,,
postgresql,safecity,public,fotografia_evidencia,id_foto,1,integer,,PRIMARY KEY,,,
postgresql,safecity,public,fotografia_evidencia,id_equipo,2,integer,,FOREIGN KEY,public,evidencia,id_equipo
postgresql,safecity,public,fotografia_evidencia,ruta_supabase_url,3,character varying,255,,,,
postgresql,safecity,public,fotografia_evidencia,fecha_captura,4,timestamp,,,,,
postgresql,safecity,public,fotografia_evidencia,resolucion,5,character varying,255,,,,
postgresql,safecity,public,fotografia_evidencia,metadata_gps,6,character varying,255,,,,
postgresql,safecity,public,caracteristica_fisica_tatuaje,id_caracteristica,1,integer,,PRIMARY KEY,,,
postgresql,safecity,public,caracteristica_fisica_tatuaje,id_sospechoso,2,integer,,FOREIGN KEY,public,sospechoso,id_sospechoso
postgresql,safecity,public,caracteristica_fisica_tatuaje,tipo,3,character varying,255,,,,
postgresql,safecity,public,caracteristica_fisica_tatuaje,zona_cuerpo,4,character varying,255,,,,
postgresql,safecity,public,caracteristica_fisica_tatuaje,descripcion_detallada,5,text,,,,,
postgresql,safecity,public,caracteristica_fisica_tatuaje,fotografia_url,6,character varying,255,,,,
postgresql,safecity,public,vehiculo_sospechoso,id_vehiculo_sospechoso,1,integer,,PRIMARY KEY,,,
postgresql,safecity,public,vehiculo_sospechoso,case_number,2,character varying,255,FOREIGN KEY,public,chicago_crimes,case_number
postgresql,safecity,public,vehiculo_sospechoso,placa,3,character varying,255,,,,
postgresql,safecity,public,vehiculo_sospechoso,marca,4,character varying,255,,,,
postgresql,safecity,public,vehiculo_sospechoso,modelo,5,character varying,255,,,,
postgresql,safecity,public,vehiculo_sospechoso,color,6,character varying,255,,,,
postgresql,safecity,public,vehiculo_sospechoso,estado_reporte,7,character varying,255,,,,
postgresql,safecity,public,interrogatorio_audio,id_audio,1,integer,,PRIMARY KEY,,,
postgresql,safecity,public,interrogatorio_audio,case_number,2,character varying,255,FOREIGN KEY,public,chicago_crimes,case_number
postgresql,safecity,public,interrogatorio_audio,id_oficial,3,integer,,FOREIGN KEY,public,oficial_policia,id_oficial
postgresql,safecity,public,interrogatorio_audio,id_sospechoso,4,integer,,FOREIGN KEY,public,sospechoso,id_sospechoso
postgresql,safecity,public,interrogatorio_audio,ruta_supabase_url,5,character varying,255,,,,
postgresql,safecity,public,interrogatorio_audio,duracion,6,character varying,255,,,,
postgresql,safecity,public,interrogatorio_audio,fecha_grabacion,7,timestamp,,,,,
postgresql,safecity,public,cadena_custodia_log,id_custodia,1,integer,,PRIMARY KEY,,,
postgresql,safecity,public,cadena_custodia_log,id_equipo,2,integer,,FOREIGN KEY,public,evidencia,id_equipo
